loan_num,request_id,lender_id,supplier_id,borrower_id,amount,age renge,status,sector,monthly house income,work status,number of employees at home,seniority of work,education,owned apartment,mortgage,ind_default
3607991,83366938,827510,97766384,905588701,30750,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,2,5+,no education,not home owner,not mortgage,no
6113492,68927084,778037,87943303,174946504,10000,40-49,widower,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,no education,home owner,not mortgage,no
7217474,96108159,117261,99707445,928265589,70000,30-39,married,Banking & Capital Market,"12,001-19,000",retired,0,5+,high school,not home owner,not mortgage,no
6106563,90700845,884253,76470133,944691563,99957,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,not mortgage,no
6261156,29434172,390299,17504386,373504596,52500,40-49,married,Banking & Capital Market,"19,001-30,000",self-employed,1,0-3,high school,home owner,mortgage,no
5521809,20490699,666418,55452499,960668643,19471,50+,divorced,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
3124620,53556103,288059,28735004,351199031,25000,50+,widower,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
7503629,41751659,834588,10668384,938343207,17000,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
2089038,41966158,667231,64631171,982489608,100035,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,high school,not home owner,not mortgage,no
6638414,56828217,351385,88481973,892866457,34000,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,mortgage,no
2096777,30007131,960819,73356382,706395634,5500,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,master's degree,not home owner,not mortgage,no
2212990,61715505,977510,51221876,131273584,39078,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,no education,not home owner,not mortgage,no
6426029,87887646,717025,55054017,681099874,80463,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
1758067,46886269,349009,27968714,866080620,90000,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,mortgage,no
5403756,30789083,588100,42271976,819782256,41008,30-39,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
3839280,23328071,527680,58910266,107922224,55000,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
2500455,72606907,357092,99152716,943176185,12400,30-39,single,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
5858251,57834293,396948,96955580,713135949,17428,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,PhD,home owner,mortgage,no
5176663,46824617,421972,35090504,527225126,142683,18-29,married,Real Estate,"19,001-30,000",self-employed,1,0-3,no education,home owner,not mortgage,no
6306894,57177804,426834,49792109,126725467,74494,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,Bachelor's degree,home owner,not mortgage,no
9065429,85867657,500173,45141753,365880865,10830,50+,widower,Medicine,"0-12,000",retired,0,0-3,Bachelor's degree,home owner,not mortgage,no
6633136,60720649,704818,62688706,784186464,30000,50+,married,Banking & Capital Market,"12,001-19,000",retired,1,0-3,Bachelor's degree,home owner,not mortgage,no
3587415,54088969,689240,21747620,878187016,23580,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,2,5+,high school,home owner,not mortgage,no
1753052,39618852,806271,96675601,656806377,8916,50+,single,Energy & Electricity,"0-12,000",retired,1,0-3,high school,home owner,not mortgage,no
5253813,80484206,366725,55634229,724727554,10000,50+,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
4664565,30650717,916182,46207075,295710196,10763,18-29,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,not mortgage,no
6003992,38188372,101133,16813390,558073893,7174,30-39,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
7236508,45507905,228679,61408161,130175584,30000,18-29,single,Real Estate,"0-12,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
9930714,41820306,607061,65691168,826813665,13000,50+,married,Real Estate,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
5377875,42935129,489920,56275836,569566892,16000,30-39,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,home owner,mortgage,no
8529545,65889629,822207,51778125,974014185,65000,18-29,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
1908624,63812709,191361,95277412,934057943,18668,40-49,married,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,home owner,not mortgage,no
5510303,87518151,401597,32798635,492043045,6500,40-49,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,mortgage,no
1341508,37118671,278367,70692365,210176073,6000,40-49,other,Energy & Electricity,"12,001-19,000",salaried employee,2,0-3,Bachelor's degree,not home owner,not mortgage,no
2645659,69372179,948743,41350257,982452921,10240,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
5194104,54089378,274184,88311046,467158531,15900,30-39,married,Medicine,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
2060166,99730346,971700,65890541,658222896,59290,50+,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
5287385,89090425,471586,54695536,108608191,6293,30-39,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
8612475,41667812,871511,65754548,323333333,12400,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,master's degree,not home owner,not mortgage,no
4969724,73476489,475089,15340120,909495119,15372,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,high school,home owner,not mortgage,no
1865166,86572197,726185,59056734,589413008,50000,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,not mortgage,no
8369039,99977606,635517,36083826,525365628,51240,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
1665436,52556123,682338,63004735,979942396,7165,30-39,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
3274419,99896958,116614,91626477,340346745,203000,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
7466822,13221601,544327,54272125,881193508,51240,40-49,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
8924765,33917446,123437,46670010,340394018,16000,40-49,divorced,Banking & Capital Market,"12,001-19,000",self-employed,1,5+,Bachelor's degree,home owner,mortgage,no
9589401,48554472,374433,32269763,585004611,30596,50+,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,mortgage,no
6948114,76978363,320624,34008197,547921418,4111,18-29,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,no education,home owner,mortgage,no
1328814,45579192,729817,72383854,319928699,8500,30-39,married,Banking & Capital Market,"0-12,000",salaried employee,2,0-3,Bachelor's degree,home owner,mortgage,no
1913933,28647686,101519,33008420,847995303,22000,30-39,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
9438133,24800296,679116,62827315,723408837,8000,30-39,married,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,home owner,not mortgage,no
9533340,18227310,863164,46886014,937232789,26000,40-49,divorced,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
5678945,22316344,607711,42044622,948474299,30744,50+,widower,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
4716029,60325566,257622,24967350,545251537,26500,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,2,5+,Bachelor's degree,home owner,not mortgage,no
4031777,66239971,485303,64750158,504255564,7000,50+,single parent,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
2011965,45397183,503674,55480428,633611213,79755,30-39,married,Banking & Capital Market,"12,001-19,000",self-employed,1,5+,Bachelor's degree,not home owner,not mortgage,no
4739014,67659532,894576,69975242,334833663,10320,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,no education,not home owner,not mortgage,no
8069296,61972997,825233,83056485,165771992,8500,30-39,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,mortgage,no
4341416,40318455,466770,51805906,362965493,26650,40-49,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,mortgage,no
7255506,53043865,186763,40276566,977863282,19991,50+,married,Energy & Electricity,"19,001-30,000",retired,1,0-3,high school,home owner,not mortgage,no
8025572,63620381,612347,72648018,160963603,9634,18-29,single,Real Estate,"19,001-30,000",self-employed,1,0-3,Bachelor's degree,home owner,not mortgage,no
5507567,53920584,967122,86731551,620734625,12400,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
9810695,66541266,436423,12380509,843107200,83000,50+,single,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,home owner,mortgage,no
4980263,36067703,850752,52890374,835049675,30448,40-49,single,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,no education,home owner,not mortgage,no
1125917,52127082,839629,41514118,890090589,37000,40-49,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
5768914,12175305,792929,61153888,364748737,75000,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,not home owner,not mortgage,no
8131775,21007980,637821,92896423,788407606,12400,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,no education,home owner,not mortgage,no
6781265,78961708,483527,38539485,113555902,40000,40-49,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
1286835,84786202,485844,98980019,826882229,12180,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
1414711,52748939,863764,16530942,805488499,28387,18-29,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
2523510,40129427,482238,64159708,386897340,13380,50+,widower,Transportation,"0-12,000",salaried employee,1,5+,no education,home owner,not mortgage,no
5810953,21506469,146743,26018029,786723556,8749,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,master's degree,home owner,mortgage,no
9013356,35753550,455681,92698454,258005978,75000,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,not mortgage,no
4963165,61772309,274956,35553242,867136787,36000,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
1796782,62262186,578860,20937373,631570676,15225,18-29,single,Medicine,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
4611224,49401301,506799,72401285,708999960,4568,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
1223913,89355492,128687,59244390,770356135,38958,40-49,married,Banking & Capital Market,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
2288432,40917951,807276,37482444,832991531,11683,18-29,married,Real Estate,"0-12,000",salaried employee,1,0-3,Bachelor's degree,home owner,mortgage,no
9737477,41420375,163240,29291908,482162195,5124,18-29,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
6551783,53535440,991014,31484221,229499308,10500,30-39,married,Energy & Electricity,"0-12,000",self-employed,1,5+,Bachelor's degree,home owner,not mortgage,no
5257789,58476675,141661,30008159,337356778,71764,30-39,divorced,Banking & Capital Market,"0-12,000",self-employed,1,0-3,Bachelor's degree,not home owner,not mortgage,no
3670872,75071710,866162,58648688,415951000,11780,40-49,married,Energy & Electricity,"12,001-19,000",self-employed,1,5+,high school,home owner,not mortgage,no
3339641,48015379,517060,94896337,278285412,75000,18-29,married,Real Estate,"19,001-30,000",self-employed,1,0-3,no education,not home owner,not mortgage,no
9469113,52866111,107671,23791096,356996899,26179,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
3687961,12863882,821742,21350946,584955584,30000,18-29,single,Real Estate,"12,001-19,000",self-employed,1,0-3,high school,not home owner,not mortgage,no
4820340,73896781,274625,86467311,537837425,55045,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,not mortgage,no
7304562,96290186,848360,67607094,230026676,53813,40-49,married,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
3204230,19012998,242737,10388188,133128395,101500,50+,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
3306288,85464411,171026,22134589,747350388,30564,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,Bachelor's degree,home owner,not mortgage,no
3158018,78117823,800802,20195075,480323380,61500,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
8347087,39332005,862702,87143110,605966459,7589,30-39,divorced,Energy & Electricity,"12,001-19,000",self-employed,1,5+,high school,home owner,not mortgage,no
8159077,78856061,144904,80330547,766235737,37555,18-29,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
9397870,56464429,151244,84185112,473968128,15372,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
3927003,61164140,126351,88600836,963285623,51500,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
9640694,38044349,566681,16272878,390853241,6090,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,no education,not home owner,not mortgage,no
8515945,42614105,979324,25520116,938636677,18500,30-39,married,Banking & Capital Market,"12,001-19,000",self-employed,1,5+,high school,home owner,not mortgage,no
6564685,94343507,419509,85142867,957544117,12400,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,high school,home owner,not mortgage,no
1609540,89028298,367769,87843096,991507589,37000,50+,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,home owner,not mortgage,no
7593176,80744932,725310,84407248,528310064,12400,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
8686454,98851151,967145,35509111,864830175,8710,30-39,single,Energy & Electricity,"19,001-30,000",self-employed,1,5+,high school,not home owner,not mortgage,no
5621818,95725510,966910,70614912,313153011,14451,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
7445109,90607007,714137,27690658,966784742,40170,30-39,married,Medicine,"19,001-30,000",salaried employee,2,5+,no education,home owner,not mortgage,no
2328945,52182373,718632,52600669,350385994,25750,30-39,married,Medicine,"19,001-30,000",salaried employee,2,0-3,Bachelor's degree,home owner,not mortgage,no
1519271,20818967,961421,56888127,235498900,12079,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
8927758,41017290,453378,51698849,299976007,38958,50+,widower,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,mortgage,no
5437587,16052432,631109,48290561,444351571,65000,40-49,single,Real Estate,"12,001-19,000",self-employed,1,5+,no education,home owner,not mortgage,no
8463565,63671366,978234,13881613,751184820,8640,30-39,married,Energy & Electricity,"19,001-30,000",self-employed,1,5+,high school,home owner,mortgage,no
1831661,15982391,770526,13918503,445455666,42128,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
4044080,27363780,885870,19622094,932023464,53300,40-49,single,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
9597323,86151236,364887,59107208,863083715,10293,18-29,married,Banking & Capital Market,"0-12,000",salaried employee,2,5+,Bachelor's degree,home owner,mortgage,no
6048077,67264661,906230,84289279,711723352,25200,18-29,single,Banking & Capital Market,"12,001-19,000",self-employed,1,5+,high school,not home owner,not mortgage,no
5310738,32974123,680831,12582717,585749680,8500,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,no education,not home owner,not mortgage,no
5945515,55726342,456813,60976042,196516343,43058,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,not home owner,not mortgage,no
9470360,33617330,299703,86843008,396745806,14762,50+,divorced,Banking & Capital Market,"19,001-30,000",retired,1,unemployed,high school,home owner,not mortgage,no
2234029,25192826,616457,95314486,684112439,7105,30-39,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
6695823,92773274,359129,21796961,882792660,17018,50+,widower,Energy & Electricity,"0-12,000",salaried employee,1,5+,no education,home owner,mortgage,no
6651129,98802575,926146,86652441,873143946,8198,50+,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,home owner,mortgage,no
5131941,36727802,952162,86909390,473358291,75000,40-49,married,Real Estate,"19,001-30,000",self-employed,1,5+,Bachelor's degree,not home owner,not mortgage,no
9758750,92691446,638121,38674563,457186346,35875,18-29,married,Banking & Capital Market,"19,001-30,000",self-employed,1,5+,Bachelor's degree,not home owner,not mortgage,no
6077802,66462495,783189,88930202,861613265,11277,50+,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
3519876,60112599,522251,19552991,271176077,49722,40-49,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
8761114,69884447,454825,53779215,264716894,8234,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,master's degree,not home owner,not mortgage,no
6914815,87123969,118810,55017834,724815081,18060,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
9277892,79764846,428799,94153967,712487560,7916,40-49,married,Energy & Electricity,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
4367837,45193878,801757,91407050,406920259,16949,50+,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
1229616,23471788,124177,42735460,823724176,53000,50+,married,Real Estate,"12,001-19,000",self-employed,1,5+,no education,home owner,mortgage,no
5769224,24796635,378433,75067491,369926902,20706,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
5156270,95124079,419981,51128184,757102601,18344,30-39,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
9263616,66799454,522040,29301888,115042091,28420,30-39,single,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
4817556,77855033,617153,45454827,597744263,28500,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
1036184,39067449,744214,80438157,966673689,65600,40-49,married,Banking & Capital Market,"19,001-30,000",salaried employee,2,5+,no education,home owner,not mortgage,no
9495715,52377863,557687,93562680,257836139,52780,18-29,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
1656645,34123885,572809,57196109,142749482,10320,30-39,divorced,Energy & Electricity,"0-12,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
4025528,92464064,463255,22419703,683538356,20000,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
4819113,46309057,631700,73495790,167130393,45675,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
9336936,84224438,157884,24349194,366098761,14708,30-39,divorced,Transportation,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
6384924,18185757,440943,18775944,945433090,35868,40-49,married,Banking & Capital Market,"19,001-30,000",self-employed,2,5+,no education,not home owner,not mortgage,no
5484637,81710105,714473,36163287,662829503,87108,30-39,divorced,Real Estate,"0-12,000",self-employed,1,5+,no education,home owner,mortgage,no
3769860,58830378,668719,14437259,951408970,15372,40-49,married,Real Estate,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,home owner,mortgage,no
8059887,51525002,628971,58895294,595272729,21950,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
1720530,89585059,368070,19555127,548202276,20600,18-29,married,Medicine,"12,001-19,000",salaried employee,2,5+,no education,home owner,not mortgage,no
7649970,78657242,822063,98435004,916151279,7000,30-39,other,Energy & Electricity,"12,001-19,000",salaried employee,2,0-3,Bachelor's degree,not home owner,not mortgage,no
2668496,81652660,377757,84203868,792741460,10248,40-49,married,Energy & Electricity,"0-12,000",salaried employee,1,5+,high school,home owner,not mortgage,no
4347678,26324600,722923,28061007,902217641,100000,50+,divorced,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
1349367,18673791,380649,26870427,820845056,10955,50+,divorced,Energy & Electricity,"12,001-19,000",retired,1,unemployed,no education,home owner,not mortgage,no
4329590,18548160,799566,52402711,812713183,11888,18-29,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
1050846,56765380,665826,19294088,574592043,5124,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
7669853,44878276,254684,16742688,878388100,32000,30-39,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
7820905,42727596,623344,79474027,685077773,47198,30-39,single,Real Estate,"19,001-30,000",self-employed,1,0-3,high school,not home owner,not mortgage,no
7724662,66321893,156692,11686265,380651546,10600,50+,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,high school,home owner,not mortgage,no
4489421,66533307,832272,56735417,955428923,53265,30-39,divorced,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,not mortgage,no
3209444,61711349,977798,64533407,420412654,6149,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,master's degree,not home owner,not mortgage,no
3143685,63761443,559521,41044288,847186444,18000,40-49,single,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
5426005,77104371,162077,37483671,136816411,6030,30-39,married,Transportation,"19,001-30,000",self-employed,1,0-3,no education,not home owner,not mortgage,yes
1229209,96659722,509990,53365066,621344693,7174,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
7537534,17218902,330908,55025109,441676633,9263,18-29,married,Banking & Capital Market,"12,001-19,000",salaried employee,2,0-3,Bachelor's degree,not home owner,not mortgage,no
3280357,49900941,478947,62343890,726846961,30744,30-39,divorced,Banking & Capital Market,"0-12,000",salaried employee,1,5+,master's degree,not home owner,not mortgage,no
1275999,35854768,418774,81701127,104334449,12400,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
8602942,31470098,312176,84687930,155413900,4000,50+,married,Energy & Electricity,"12,001-19,000",retired,2,0-3,no education,home owner,not mortgage,no
3134188,17709878,301503,50549313,951089159,10000,30-39,married,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
1552524,35418930,296212,73714402,696708413,36065,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
2172988,84842515,966043,90873494,320639911,5734,40-49,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,high school,home owner,not mortgage,no
4519023,76842879,104184,14466395,387002754,4620,40-49,divorced,Energy & Electricity,"0-12,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
7480038,61372489,160252,60552038,457580496,32794,30-39,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
6086086,90293931,154729,21238916,729743269,39000,30-39,divorced,Real Estate,"12,001-19,000",self-employed,1,5+,no education,not home owner,not mortgage,no
9130812,15274653,927124,44951428,962108589,26390,30-39,widower,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
2443104,50562312,914277,14448963,969598709,61755,50+,married,Banking & Capital Market,"12,001-19,000",retired,0,0-3,Bachelor's degree,home owner,not mortgage,no
5355239,76686082,554256,41379299,813200060,51500,30-39,married,Medicine,"19,001-30,000",salaried employee,2,5+,high school,home owner,not mortgage,no
1368327,16824933,695429,30012363,361995484,12000,50+,widower,Energy & Electricity,"12,001-19,000",retired,1,0-3,high school,home owner,not mortgage,no
3447468,93021302,393173,41011701,273761848,6661,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
1383605,98193558,974761,77403635,973550908,12400,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,high school,home owner,not mortgage,no
7815581,13924059,318207,87888660,699004911,20000,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,not mortgage,no
5662036,55409372,539758,24271106,207479432,11657,30-39,divorced,Banking & Capital Market,"0-12,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
7165502,99922523,593960,52744616,575537146,5234,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
8918405,87890385,834744,56512796,287144642,12400,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
4287474,29264959,892905,68339798,734554785,28700,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,Bachelor's degree,home owner,mortgage,no
4334542,74987538,139683,35803770,835371657,29104,40-49,divorced,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
8245547,87412606,978674,37746943,630242746,20496,50+,single,Banking & Capital Market,"0-12,000",self-employed,1,5+,high school,not home owner,not mortgage,no
1511419,87752541,835576,14811643,695117324,35000,40-49,divorced,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
9613519,84042395,569181,57457963,862853472,25620,30-39,single,Real Estate,"19,001-30,000",salaried employee,1,5+,no education,home owner,mortgage,no
3394645,48510197,827533,80041798,393793034,56364,50+,divorced,Banking & Capital Market,"19,001-30,000",self-employed,1,5+,Bachelor's degree,home owner,not mortgage,no
6136520,84098419,158489,73637161,382271079,31907,40-49,married,Banking & Capital Market,"19,001-30,000",salaried employee,2,5+,high school,not home owner,not mortgage,no
5654399,56413662,198045,87012798,481416925,35000,50+,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,home owner,mortgage,no
8618818,45519144,270628,27881925,487283668,25620,40-49,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,0-3,high school,home owner,not mortgage,no
8825974,64946263,680632,97915272,244815256,76890,50+,divorced,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,mortgage,no
8267823,43620915,865412,45148777,253577266,12400,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
2620460,54009077,735760,56106759,378626119,105052,18-29,married,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
7417895,28372982,274577,84726776,558655018,7500,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
9289916,34362289,620136,48937981,390973946,8534,18-29,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
5028962,42317116,392091,50142886,286221510,5961,40-49,other,Energy & Electricity,"12,001-19,000",salaried employee,2,0-3,Bachelor's degree,not home owner,not mortgage,no
9991112,48304672,522909,82003304,379509465,12526,50+,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
