credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,gender,region
1,all_other,0.1218,66.6,10.81977828,14.83,692,2250.041667,7975,67.6,1,0,0,0,male,West
1,credit_card,0.1322,338.01,10.81977828,7.44,692,2070,7408,31.9,2,0,0,0,female,East
1,all_other,0.2086,94.02,10.727663,0.53,662,2029.041667,2106,91.6,3,0,0,1,female,East
1,home_improvement,0.1565,69.98,11.22524339,6.61,667,2709.041667,0,0,1,0,0,0,female,South
1,all_other,0.1287,168.17,10.49127422,18.23,682,9600.041667,7790,82,3,0,0,0,female,South
1,all_other,0.1287,336.34,10.08580911,8.45,697,3750.041667,1303,18.4,0,1,0,0,female,South
1,educational,0.1426,171.53,11.51292546,12.18,667,2670.041667,28370,40.3,2,0,0,0,female,South
1,all_other,0.1183,198.81,11.00209984,18.82,717,5040,15638,93.1,1,0,0,1,female,South
1,debt_consolidation,0.1426,411.67,10.16585182,10.85,682,1620.041667,9106,52.6,0,0,0,0,male,Center
1,credit_card,0.1218,666,11.30958454,9.79,727,6000.041667,30611,81,2,0,0,0,male,Center
1,credit_card,0.1635,176.65,11.3222491,14.33,707,5490,73241,98.5,0,0,0,0,male,Center
1,small_business,0.1531,870.39,11.28978191,0.81,797,6510,3656,11.8,1,0,0,0,male,West
1,credit_card,0.0894,158.86,11.43712375,15.02,732,6212,83356,41.7,0,0,0,0,male,East
1,all_other,0.1426,614.94,11.33857208,16.57,697,3720.041667,1887,94.3,0,0,0,0,male,East
1,all_other,0.1218,106.56,10.41232119,19.84,697,4620.041667,1568,71.3,2,0,1,0,male,Center
1,all_other,0.1183,99.41,11.29476946,23.67,697,7380.041667,17829,66.3,3,0,0,1,female,Center
1,all_other,0.0894,111.21,10.77895629,15.8,722,3870.041667,10659,76.4,0,0,0,1,male,Center
1,debt_consolidation,0.1496,554.32,11.57119437,9.87,692,4500.041667,34896,87.5,2,0,0,0,male,Center
1,debt_consolidation,0.1774,720.42,11.81303006,19.85,672,4080.041667,34863,90.8,1,0,1,0,female,East
1,credit_card,0.0859,316.11,11.15625052,15.38,757,5100,15315,41.2,0,0,0,0,female,South
1,debt_consolidation,0.1322,243.37,11.00209984,14.42,682,6210,23079,74.9,0,0,0,0,female,West
1,debt_consolidation,0.1218,333,10.54534144,10.2,712,4033,8753,48.9,0,0,0,0,female,East
1,all_other,0.1287,242.16,11.00209984,14.34,687,1860,1068,10.9,0,0,0,0,male,South
1,debt_consolidation,0.1392,341.37,11.1124479,21.65,707,5550.041667,19641,86.5,0,0,0,0,male,Center
1,home_improvement,0.1253,669.33,11.00209984,2.6,747,3570,6621,76.1,2,0,0,0,male,West
1,major_purchase,0.1287,168.17,10.6454249,20.14,682,3930,2035,40,2,1,0,0,male,West
1,debt_consolidation,0.0894,389.21,10.37349118,12.6,752,6870,15954,41.1,1,0,0,0,male,West
1,debt_consolidation,0.1392,256.03,10.46310334,14.06,682,2010.041667,13089,69.3,0,0,0,0,male,West
1,all_other,0.1218,83.25,10.69964248,22.41,687,4380,14589,34.9,1,0,0,1,female,East
1,credit_card,0.1218,832.5,11.2515607,22.44,742,5411,44790,35.2,1,0,0,0,female,East
1,all_other,0.0774,124.88,11.58988651,6.02,787,4230.041667,337,1.9,0,0,0,0,female,South
1,all_other,0.1322,324.49,11.51292546,11.44,692,4770,4533,14.3,0,4,0,0,female,South
1,small_business,0.2121,755.69,11.24895992,5.72,672,1440,500,83.3,1,0,0,0,female,South
1,debt_consolidation,0.1496,173.23,10.33516607,14.69,672,4800.041667,11886,90,0,0,0,0,female,South
1,small_business,0.16,843.78,11.91839057,7.01,727,4778,17161,26,1,1,0,0,female,South
1,debt_consolidation,0.1253,485.27,10.23995979,15.13,747,4771,11423,68.4,0,0,0,0,male,Center
1,debt_consolidation,0.1183,417.49,10.76320793,20.14,717,3660,10682,54.7,0,0,0,0,male,Center
1,all_other,0.1218,116.55,10.59663473,18.18,712,4770,6381,66.5,1,0,1,0,male,Center
1,credit_card,0.1357,509.53,11.00209984,17.22,692,2850,13030,66.6,1,0,0,0,male,West
1,debt_consolidation,0.1183,198.81,11.23848862,3.44,707,3330.041667,7269,38.7,0,0,0,0,male,East
1,all_other,0.1426,137.23,10.54534144,9.92,667,5100,2822,37.1,1,0,0,0,male,East
1,debt_consolidation,0.1136,329.12,11.77528973,20.19,702,3660,10288,64.3,0,0,0,0,male,Center
1,small_business,0.1913,557.24,10.91508846,2.38,717,4740,491,98.2,0,0,0,0,female,Center
1,home_improvement,0.1461,689.51,11.40756495,9.91,687,6780.041667,239,3.5,1,0,0,0,male,Center
1,debt_consolidation,0.1218,399.6,11.00209984,17.86,707,7170.041667,17035,58.7,1,0,0,0,male,Center
1,debt_consolidation,0.1183,256.79,9.952277717,17.43,707,2130,11212,44.5,1,0,0,0,female,East
1,debt_consolidation,0.0894,381.26,10.93310697,10.26,767,3810.041667,4553,15.2,0,0,0,0,female,South
1,debt_consolidation,0.1183,397.61,11.48246626,2.09,717,4590.041667,5652,22.3,0,0,0,0,male,Center
1,debt_consolidation,0.1531,348.16,10.30895266,18.6,667,4980.041667,9092,68.4,1,0,0,0,female,East
1,debt_consolidation,0.0894,381.26,10.76848499,2.78,782,5405,6877,20,0,0,0,0,female,South
1,major_purchase,0.0894,47.66,10.858999,7.27,717,11400.04167,2504,21.4,0,1,0,0,male,Center
1,debt_consolidation,0.0894,222.41,10.59663473,18.42,742,2670.041667,5416,55.3,0,0,0,0,female,East
1,major_purchase,0.0894,476.58,10.59663473,20.4,802,6510,3823,9,0,0,0,0,female,South
1,all_other,0.1426,445.98,10.59663473,23.85,687,4440.041667,24119,91.7,0,0,0,0,male,Center
1,debt_consolidation,0.1496,840.15,11.1124479,21.74,687,8189.041667,43703,77.8,0,0,0,0,female,East
1,debt_consolidation,0.1357,597.85,11.70354582,23.83,692,6965,51344,81.5,1,0,0,0,female,South
1,all_other,0.1253,33.47,10.23995979,20.19,682,2460,1697,39.5,1,0,0,0,male,Center
1,all_other,0.1253,140.56,10.30895266,18.36,687,2700.041667,3368,32.7,2,0,0,0,female,East
1,debt_consolidation,0.1531,844.28,11.28978191,24.3,692,4290,26324,86.6,0,0,0,0,female,South
1,debt_consolidation,0.1287,336.34,10.4341158,21.42,707,5100,14096,86,1,0,0,0,male,Center
1,debt_consolidation,0.1148,164.85,10.96819829,8.67,712,5190.041667,1885,19.6,0,0,1,1,female,East
1,credit_card,0.0859,249.72,11.41861479,15.2,812,10320.04167,3950,4.9,0,0,0,0,female,South
1,credit_card,0.0774,187.32,11.57402056,6.89,762,5880.041667,7903,25,0,0,0,0,male,Center
1,debt_consolidation,0.0859,284.5,11.98292909,10.32,767,6930,126088,27,0,0,0,0,female,East
1,debt_consolidation,0.1287,168.17,10.58446093,20.01,697,2760.041667,5066,84.4,1,0,0,0,female,South
1,all_other,0.074,139.77,11.00209984,12.76,782,3812.041667,8432,20.4,1,0,0,0,male,Center
1,debt_consolidation,0.16,527.36,10.858999,10.08,667,4410,16486,52.7,0,0,0,0,female,East
1,all_other,0.1322,608.42,10.77230925,12.33,732,3900,4646,55.2,1,0,0,1,male,Center
1,debt_consolidation,0.1148,197.82,11.08214255,18.11,712,4050,21384,82.2,0,0,0,0,male,West
1,debt_consolidation,0.1183,803.5,11.53272809,3,767,6314.041667,5444,9.7,0,0,0,0,male,West
1,major_purchase,0.1774,288.17,10.59663473,8.91,667,1200.041667,1825,67.6,3,1,0,0,male,West
1,all_other,0.0894,127.09,9.92329018,3.88,722,4079.041667,1146,19.4,0,0,0,0,male,West
1,credit_card,0.1426,528.31,11.69524702,7.98,682,7650,27205,87.8,0,1,0,0,female,East
1,small_business,0.1565,874.66,10.91508846,4.25,742,2880,7783,22.6,2,0,0,0,female,East
1,all_other,0.0894,381.26,11.08214255,10.14,752,3755.041667,700,5.1,3,0,0,0,female,South
1,debt_consolidation,0.1565,227.41,10.49127422,14.97,662,4290,4357,92.7,1,0,0,1,female,South
1,all_other,0.1148,105.5,11.60823564,6.63,722,3990,20002,67.8,0,0,0,0,female,South
1,debt_consolidation,0.1287,524.68,10.62132735,22.04,707,3630,15556,81.4,0,0,0,0,female,South
1,credit_card,0.0894,158.86,10.62175555,14.16,767,3630,4463,28.8,0,0,0,0,female,South
1,all_other,0.1253,214.19,10.97678203,18.22,697,7230,6917,73.6,0,0,0,0,male,Center
1,major_purchase,0.1357,169.85,10.4778512,14.05,697,3480.041667,233,46.6,0,1,0,0,male,Center
1,debt_consolidation,0.1357,407.63,11.49276357,0.18,712,5970.041667,440,7.9,1,0,0,0,male,Center
1,all_other,0.1183,530.15,10.59663473,9.6,732,9840,9082,35.1,2,2,0,0,male,West
1,debt_consolidation,0.1114,104.98,10.30895266,5.04,732,2670.041667,6383,46.6,0,0,0,0,male,East
1,major_purchase,0.1357,118.89,11.38509209,16.05,672,7080.041667,10977,70.8,0,0,2,0,male,East
1,credit_card,0.1148,197.82,11.22524339,11.9,707,4110.041667,18103,59.5,3,0,0,0,male,Center
1,all_other,0.1287,84.09,10.44488118,13.86,687,6780.041667,7565,27,1,2,0,0,female,Center
1,all_other,0.1183,139.17,9.287301413,0,747,2970.041667,0,0,2,0,0,0,male,Center
1,debt_consolidation,0.1496,623.61,10.84349481,10.71,717,5400,18632,98.1,0,0,0,0,male,Center
1,debt_consolidation,0.0894,317.72,11.48246626,7.62,737,4830.041667,20574,38.2,2,0,0,0,female,East
1,debt_consolidation,0.0774,187.32,11.40756495,15.89,762,8730,37397,29,0,0,0,0,female,South
1,debt_consolidation,0.1183,99.41,10.6454249,14.46,697,3090.041667,6297,76.8,1,0,0,0,female,West
1,debt_consolidation,0.1496,242.52,10.6873891,12.66,662,5250.041667,3294,70.1,1,0,0,1,female,East
1,home_improvement,0.1183,497.01,11.00209984,11.7,732,3721.041667,30697,55.9,0,0,0,0,male,South
1,debt_consolidation,0.1287,269.07,10.81977828,5.3,692,8070,7710,35.1,0,2,0,0,male,Center
1,home_improvement,0.0774,312.19,10.83958091,7.98,777,3510.041667,696,15.5,0,0,0,0,male,West
1,all_other,0.1114,656.07,11.69524702,9.55,772,6120,26701,43.1,0,0,0,0,male,West
1,debt_consolidation,0.1183,430.75,11.33857208,12.87,717,2220,14331,37.8,1,0,0,0,male,West
1,debt_consolidation,0.1183,298.21,10.4341158,17.12,712,3030.041667,13533,42.3,1,0,0,0,male,West
1,debt_consolidation,0.1253,689.41,11.51372515,14.45,722,4291,13171,51.8,3,0,0,0,female,East
1,debt_consolidation,0.1322,338.01,10.49127422,8.3,687,2280.041667,8989,36.2,0,0,0,0,female,East
1,credit_card,0.1357,285.34,10.98305293,21.34,677,6270.041667,55072,87.8,0,0,0,0,female,South
1,all_other,0.0894,285.95,10.75790288,21.19,737,5820,10325,30.1,0,0,1,0,female,South
1,all_other,0.1461,172.38,10.49127422,16.57,742,5400,0,34.5,0,0,0,0,female,South
1,all_other,0.1114,65.61,10.08580911,21.45,712,4350,560,70,3,1,0,0,female,South
1,all_other,0.1183,99.41,10.77895629,23.93,712,5580.041667,0,0,2,0,0,0,female,South
1,credit_card,0.0894,476.58,11.51292546,2.14,782,11010.04167,8057,17.4,2,0,0,0,male,Center
1,all_other,0.1496,173.23,10.30895266,24.4,662,2880,1451,46.8,0,1,0,1,male,Center
1,all_other,0.1357,326.1,11.00209984,13.2,677,4050,9164,47,1,0,0,0,male,Center
1,credit_card,0.1148,412.11,11.08214255,1.63,732,3600,19898,36.4,2,0,0,0,male,West
1,debt_consolidation,0.1348,474.94,10.71441777,9.17,692,3540.041667,10163,61.6,1,0,0,0,male,East
1,educational,0.1531,217.6,9.862665558,15.13,662,8490.041667,4815,94.4,0,1,0,0,male,East
1,debt_consolidation,0.0894,381.26,11.51092346,15.64,757,12990.04167,4779,17.1,0,0,0,0,male,Center
1,debt_consolidation,0.0894,476.58,11.56171563,12.53,777,10800.04167,8118,5.9,0,0,0,0,female,Center
1,all_other,0.1913,293.77,11.65268741,11.79,667,4410,17267,29.1,3,0,0,0,male,Center
1,debt_consolidation,0.0894,142.98,10.1064284,13.86,762,2970.041667,4659,30.1,0,0,0,0,male,Center
1,home_improvement,0.0894,397.15,12.10598708,4.26,772,5103,31141,0.4,2,0,0,1,female,East
1,all_other,0.1357,54.35,9.422220731,21.46,712,1470,0,0,3,0,0,1,female,South
1,debt_consolidation,0.1322,212.95,10.30895266,5.28,772,11040.04167,14581,98,1,0,0,0,female,West
1,debt_consolidation,0.1114,590.47,11.15625052,10.7,752,4320,22093,23.7,0,0,0,0,female,East
1,debt_consolidation,0.1322,507.01,11.2009507,1.66,692,3602,17109,81.5,2,0,0,0,male,South
1,all_other,0.1496,173.23,9.574983486,11,697,1230.041667,2367,56.4,0,0,0,1,male,Center
1,educational,0.0894,158.86,10.6454249,7.71,727,5280.041667,6453,35.1,0,0,0,0,male,West
1,educational,0.0774,156.1,10.30895266,17.28,752,2612.041667,20385,18.5,0,0,0,0,male,West
1,educational,0.1287,100.9,9.757305042,3.89,677,3150.041667,1366,85.4,1,0,0,0,male,West
1,major_purchase,0.1287,168.17,10.49127422,8.7,692,2672.041667,4434,31,3,1,0,0,male,West
1,credit_card,0.0859,120.12,10.1266311,5.33,792,7830.041667,2456,8.1,3,0,0,0,female,East
1,debt_consolidation,0.1218,296.37,10.80972795,12.68,707,3570,9943,61.8,3,0,0,0,female,East
1,debt_consolidation,0.1253,811.56,11.4065422,11.41,732,3961,7404,54.8,1,0,0,0,female,South
1,debt_consolidation,0.1253,560.57,10.40426284,17.38,717,2040.041667,0,0,1,1,0,0,female,South
1,all_other,0.1287,571.77,10.63103616,18.03,717,3120.041667,3629,82.5,0,0,0,0,female,South
1,debt_consolidation,0.1287,336.34,11.51292546,21.28,717,5670.041667,9470,31.4,1,0,0,0,female,South
1,all_other,0.1218,333,10.30895266,24.56,707,2430.041667,27735,41.6,3,0,0,1,female,South
1,debt_consolidation,0.1531,522.23,10.59663473,12.33,682,1440,5365,78.9,0,0,0,0,male,Center
1,all_other,0.1496,225.2,11.00209984,1.08,697,1200.041667,0,0,3,3,0,1,male,Center
1,debt_consolidation,0.1322,338.01,11.46163217,8.29,687,4290,14822,76.4,0,0,0,1,male,Center
1,debt_consolidation,0.0894,222.41,10.77895629,14.4,722,3750.041667,1821,31.4,2,0,0,0,male,West
1,debt_consolidation,0.1183,497.01,11.00209984,7.78,727,6150,12609,67.1,0,0,0,0,male,East
1,all_other,0.1148,158.25,11.50690739,23.76,742,6240,57542,24.2,0,0,0,0,male,East
1,all_other,0.1114,459.25,12.03765399,4.76,662,3300,7044,61.8,1,0,0,0,male,Center
1,major_purchase,0.1461,310.28,10.30895266,15.44,677,3690,3971,58.4,0,0,0,1,female,Center
1,debt_consolidation,0.1287,311.11,9.998615898,15.44,687,4573.041667,4806,27.2,0,0,0,0,male,Center
1,debt_consolidation,0.1531,348.16,11.36210258,16.33,672,10845,17768,65.8,1,0,1,0,male,Center
1,credit_card,0.1322,287.31,11.22524339,7.73,687,7950,4167,19.8,1,1,0,0,female,East
1,all_other,0.1426,343.06,10.67359577,0.78,692,4800.041667,966,48.3,3,0,0,0,female,South
1,all_other,0.1565,349.87,10.49127422,14.97,662,3810.041667,11147,82.6,2,0,0,0,female,West
1,small_business,0.1392,426.72,11.81303006,4.95,787,10260,12115,14.1,1,0,0,0,female,East
1,debt_consolidation,0.1287,269.07,10.87426647,17.16,687,2970.041667,4022,82.1,2,0,0,0,male,South
1,major_purchase,0.1531,87.04,13.00357984,0.18,712,1710.041667,0,52.7,1,0,0,0,male,Center
1,credit_card,0.1253,368.13,10.81977828,16.78,707,10200,4877,46,2,0,0,0,male,West
1,debt_consolidation,0.1287,504.5,11.00209984,10.86,702,3630,23369,58,2,0,0,0,male,West
1,debt_consolidation,0.1287,282.52,10.46310334,21.36,687,2191,8039,75.8,0,0,0,0,male,West
1,debt_consolidation,0.1114,433.01,11.73606902,7.62,752,6240,1847,4.6,0,0,0,0,male,West
1,major_purchase,0.1322,202.81,11.05725069,10.96,682,4410,20531,85.9,2,0,0,0,female,East
1,debt_consolidation,0.1426,624.37,10.93131966,15.65,682,2610.041667,17506,76.4,3,0,0,0,female,East
1,all_other,0.1183,165.67,9.903487553,13.02,702,3960,2177,31.6,2,0,0,0,female,South
1,all_other,0.0859,284.5,10.70772878,21.99,762,7830.041667,9519,17.8,3,0,0,0,female,South
1,debt_consolidation,0.1114,98.42,10.20359214,14.67,762,4800.041667,543,54.3,0,0,0,0,female,South
1,debt_consolidation,0.1461,861.88,11.17043516,22.62,712,4140.041667,32484,52.7,0,0,0,0,female,South
1,major_purchase,0.1218,599.4,11.08214255,13.9,717,3780.041667,6683,55.7,0,0,0,1,female,South
1,all_other,0.1357,339.69,11.59873612,21.32,682,4740,21476,37.9,2,1,0,0,male,Center
1,debt_consolidation,0.1461,172.38,10.40426284,18.62,667,3030.041667,5134,77.8,1,0,0,1,male,Center
1,small_business,0.1635,247.31,11.15625052,2.57,707,1710.041667,7786,30.5,0,0,0,0,male,Center
1,major_purchase,0.0859,237.08,11.56171563,7.39,777,8161.041667,284,0.9,0,0,0,0,male,West
1,debt_consolidation,0.1496,277.16,11.69524702,11.7,667,7027.041667,18131,81.1,3,0,0,0,male,East
1,major_purchase,0.1809,115.83,9.655026193,6.38,697,1170.041667,1594,99.6,0,0,0,0,male,East
1,all_other,0.0859,158.06,11.03488966,16.3,732,4110.041667,7739,32.8,0,0,0,0,male,Center
1,debt_consolidation,0.1287,269.07,11.82041016,16.59,687,4140.041667,43312,79.9,0,0,0,0,female,Center
1,debt_consolidation,0.1357,203.82,10.03801845,20.19,702,1920.041667,4961,88.6,1,0,0,0,male,Center
1,debt_consolidation,0.1183,165.67,10.49127422,15.17,742,4804.041667,3024,33.26,1,0,0,0,male,Center
1,debt_consolidation,0.1218,199.8,11.26446411,19.88,702,3750.041667,9993,88.4,0,0,0,0,female,East
1,small_business,0.1947,383.73,11.12499689,11.74,662,1512,6273,43.6,2,0,0,0,female,South
1,educational,0.1322,135.21,10.6454249,13.69,677,1920.041667,8661,68.2,2,0,1,0,female,West
1,all_other,0.074,93.18,10.89673933,22.82,777,7110.041667,0,0,0,0,0,0,female,East
1,all_other,0.074,99.39,11.17043516,11.98,772,5790,2079,2,2,0,0,0,male,South
1,credit_card,0.1114,52.49,11.15625052,0.45,717,1920.041667,490,2,2,0,0,0,female,Center
1,credit_card,0.1148,69.24,10.42228135,13.39,702,2520,14878,37.7,1,0,0,0,male,Center
1,debt_consolidation,0.1183,278.33,10.75790288,5.67,712,2341.041667,9033,33.3,1,0,0,0,male,Center
1,home_improvement,0.1531,348.16,11.30220443,6.59,662,4020,4082,60.9,2,0,0,0,female,East
1,all_other,0.1461,189.62,11.02516511,20.38,667,5376,14103,58,0,0,0,0,female,South
1,debt_consolidation,0.1392,682.74,11.69524702,21.64,697,3870.041667,72682,64.6,1,0,0,0,female,West
1,major_purchase,0.167,106.51,10.71441777,13.41,672,4650,2041,72.9,0,0,0,0,female,East
1,debt_consolidation,0.0894,31.78,13.5670492,1.39,717,2820,4202,10.9,2,0,0,0,male,South
1,educational,0.0859,31.62,10.91508846,10.69,757,9960.041667,17069,11.3,1,0,0,0,male,Center
1,home_improvement,0.1426,185.26,10.49127422,18.37,667,5130,6890,47.2,2,0,0,0,male,West
1,debt_consolidation,0.1218,599.4,11.35040654,11.93,717,3240,64394,80.7,0,0,0,0,male,West
1,debt_consolidation,0.1148,412.11,11.73606902,9.43,732,6600,4365,49,0,0,0,0,male,West
1,all_other,0.1947,590.35,11.07558262,19.36,667,3810.041667,9605,86.5,3,0,0,1,male,West
1,all_other,0.1183,828.35,10.80900445,21.45,777,3662,1113,4.5,1,0,0,0,female,East
1,debt_consolidation,0.1253,267.74,11.00209984,8.58,697,6060.041667,7473,50.8,0,0,0,0,female,East
1,all_other,0.1357,849.22,12.46843691,9.3,717,7140.041667,19048,50.9,2,0,0,0,female,South
1,credit_card,0.1322,253.51,10.59663473,13.31,682,4153.041667,8103,51.9,0,0,0,0,female,South
1,debt_consolidation,0.1183,430.75,10.57131693,24.31,712,2280.041667,7834,55.2,0,0,0,0,female,South
1,debt_consolidation,0.1287,134.54,10.08580911,22.55,677,1920.041667,7679,38.8,1,0,0,0,female,South
1,credit_card,0.1148,148.36,10.6454249,0,772,5520,0,0,0,0,0,0,female,South
1,all_other,0.1496,124.73,10.08580911,4.75,662,2310.041667,2188,91.2,0,1,0,1,male,Center
1,all_other,0.0859,316.11,11.53272809,9.33,802,5760,2890,4.7,0,0,0,0,male,Center
1,major_purchase,0.0774,31.22,11.49272276,0.43,752,2130,1641,4,1,0,0,0,male,Center
1,major_purchase,0.0774,81.17,10.25765937,20.13,787,4680,1940,24.2,0,0,0,0,male,West
1,debt_consolidation,0.1253,686.06,10.61972606,17.38,712,3876.041667,18061,78.2,1,0,0,0,male,East
1,all_other,0.074,186.36,11.28978191,2.9,772,5628.041667,9649,17.8,1,0,0,0,male,East
1,all_other,0.0774,312.19,13.99783211,0.8,807,11700,7729,12.9,0,0,0,0,male,Center
1,debt_consolidation,0.1322,169.01,10.81977828,3.26,687,1500,3062,33.3,1,0,0,1,female,Center
1,debt_consolidation,0.1322,405.61,10.17495945,3.7,767,3750.041667,4809,43.3,0,0,0,0,male,Center
1,credit_card,0.1114,328.04,12.04355372,10.79,722,8340,3441,41.9,3,0,0,0,male,Center
1,home_improvement,0.1322,101.41,10.38899537,22.74,677,5310.041667,8109,33,1,0,0,0,female,East
1,home_improvement,0.1357,203.82,11.8493977,9.51,677,8430,43724,67.6,1,1,0,0,female,South
1,all_other,0.1183,165.67,10.79949394,24.39,702,5460,8873,63.4,1,0,1,0,female,West
1,credit_card,0.1114,82.01,10.30895266,19.88,757,2280.041667,1781,35.6,0,0,0,0,female,East
1,all_other,0.1322,405.61,10.59663473,1.83,697,2163,2032,37.6,1,0,0,0,male,South
1,home_improvement,0.1322,172.39,11.15625052,9.14,692,3720.041667,1999,54,3,0,0,1,male,Center
1,credit_card,0.1426,548.9,11.36210258,12.71,687,5264.041667,16799,74.7,1,1,0,0,male,West
1,all_other,0.1426,274.45,10.40426284,16.22,687,3330,811,54.1,0,0,0,0,male,West
1,major_purchase,0.1322,216.33,11.1124479,15.15,677,4020,32213,48.4,2,0,0,0,male,West
1,major_purchase,0.1253,130.52,9.917981999,24.13,697,2490,714,31,1,0,0,0,male,West
1,all_other,0.1114,492.06,11.00009784,0,797,7080.041667,0,0,1,0,0,0,female,East
1,debt_consolidation,0.1148,478.05,11.27720313,6.88,752,7592,18003,35,5,0,0,0,female,East
1,major_purchase,0.0774,156.1,11.58058411,6.24,752,5491,12174,22.4,0,0,0,0,female,South
1,debt_consolidation,0.1392,85.35,10.74720759,16.54,672,3690,2271,87.3,1,1,0,0,female,South
1,all_other,0.1426,34.31,9.903487553,8.34,667,1710.041667,3449,69,1,0,0,0,female,South
1,debt_consolidation,0.1287,168.17,11.40756495,22.43,677,4140.041667,44084,65.1,1,0,0,0,female,South
1,debt_consolidation,0.0894,317.72,11.65094676,6.34,737,2310.041667,12077,71.7,1,0,0,0,female,South
1,credit_card,0.1218,832.5,11.26446411,17.62,742,4290,13263,35.5,0,0,0,0,male,Center
1,debt_consolidation,0.1392,238.96,10.13459927,14.14,702,1230.041667,373,41.4,0,0,0,0,male,Center
1,debt_consolidation,0.0859,31.62,10.49127422,1.9,737,2730.041667,603,2.2,0,0,0,0,male,Center
1,credit_card,0.1357,407.63,11.51292546,11.48,712,7139.041667,21006,95,0,0,0,0,male,West
1,debt_consolidation,0.1357,509.53,11.58988651,9.43,687,3720.041667,29988,83.1,0,0,0,0,male,East
1,small_business,0.1774,540.32,11.39639165,7.15,692,4410,692,11.5,0,1,0,1,male,East
1,all_other,0.0894,66.73,9.392661929,5.8,732,2310.041667,1316,4.1,0,1,0,0,male,Center
1,all_other,0.1426,384.23,10.77895629,12.55,682,1927.041667,11969,82.5,0,0,0,0,female,Center
1,all_other,0.1148,164.85,10.08580911,11,732,2612.041667,4159,59.4,1,0,0,0,male,Center
1,debt_consolidation,0.1218,666,10.78384018,7.61,727,3180,10241,38.5,1,0,0,0,male,Center
1,debt_consolidation,0.1426,384.23,11.19908503,5.83,677,3990,9956,63,0,0,0,0,female,East
1,debt_consolidation,0.1253,562.24,10.81977828,8.21,732,2160,21589,84.9,0,0,0,0,female,South
1,debt_consolidation,0.1357,475.56,11.65268741,15.43,702,4140.041667,27016,81.9,0,0,0,1,female,West
1,home_improvement,0.0859,31.62,10.91272203,3.59,802,7350,3575,2.8,5,0,0,0,female,East
1,all_other,0.0859,31.62,11.16193434,13.62,747,3690,23,0.1,1,0,0,0,male,South
1,all_other,0.1426,514.59,11.51292546,1.09,687,2940,3098,72,0,0,0,0,male,Center
1,major_purchase,0.0774,112.39,11.12726298,1.41,737,10320.04167,2907,21.9,0,0,0,0,male,West
1,all_other,0.1392,102.42,9.700146629,14.71,712,1140,1442,15.3,3,0,0,0,male,West
1,all_other,0.0894,381.26,11.39639165,1,787,5340.041667,2740,2.1,2,0,0,0,male,West
1,small_business,0.16,562.52,11.00209984,19.06,722,3570,23333,74.3,0,0,0,0,male,West
1,debt_consolidation,0.1218,832.5,11.36210258,9.99,742,7020.041667,22915,24.1,1,0,0,0,female,East
1,all_other,0.0894,234.32,11.46163217,6.44,742,1747,4212,9.6,0,0,0,0,female,East
1,debt_consolidation,0.1322,270.41,11.46126368,18.55,682,4410,37175,82.8,2,0,0,0,female,South
1,all_other,0.1287,269.07,11.59542669,15.86,687,7890.041667,9832,80.6,3,1,0,0,female,South
1,credit_card,0.0751,77.78,9.7433188,23.45,727,12990.04167,12003,54.1,1,0,0,0,female,South
1,all_other,0.1461,86.19,10.46310334,17.25,662,2250.041667,1920,48,1,0,0,0,female,South
1,home_improvement,0.16,878.94,11.60823564,5.12,677,5077,13486,36,3,0,0,0,female,South
1,debt_consolidation,0.1461,103.43,10.71441777,23.2,662,3608,1498,62.4,1,0,0,0,male,Center
1,debt_consolidation,0.1426,82.34,10.26813067,19.13,662,5220.041667,2041,70.4,0,0,1,1,male,Center
1,home_improvement,0.1183,331.34,10.20359214,0.67,777,2700.041667,86,6.6,4,0,0,0,male,Center
1,small_business,0.1947,184.49,10.3185148,2.5,697,4800.041667,2077,64.9,2,2,0,1,male,West
1,debt_consolidation,0.1183,281.64,10.98529272,15.36,712,2250.041667,6444,41.8,0,0,0,0,male,East
1,all_other,0.1218,399.6,11.60823564,3.64,717,4860.041667,442,6.9,0,2,0,0,male,East
1,debt_consolidation,0.1496,332.6,11.11765818,5.56,667,4920.041667,11028,23.5,1,1,0,0,male,Center
1,all_other,0.074,155.3,11.21721122,2.15,777,5250.041667,8334,27.1,0,0,0,0,female,Center
1,credit_card,0.1287,393.51,10.89362336,24.7,697,7380.041667,9201,81.4,2,0,0,0,male,Center
1,home_improvement,0.1392,102.42,11.08214255,17.82,682,4080.041667,660,82.5,0,0,0,0,male,Center
1,debt_consolidation,0.0774,171.71,10.55841352,8.42,757,3360.041667,5338,23,1,0,0,0,female,East
1,major_purchase,0.0774,249.75,11.73606902,0.74,802,7141.041667,2917,7.4,0,0,0,0,female,South
1,small_business,0.1496,554.32,11.22524339,7.02,742,3720.041667,9218,24.4,0,0,0,0,female,West
1,small_business,0.2052,299.43,10.30895266,8.12,677,1522,7327,86.2,2,0,0,1,female,East
1,debt_consolidation,0.1287,504.5,10.78931908,15.39,717,3060.041667,15122,61.5,0,0,0,0,male,South
1,all_other,0.1461,499.89,10.16585182,2.63,712,13023.04167,1318,94.1,0,0,0,0,male,Center
